,actor_type,actor_id,action_type,action_time,object_type,object_id,channel_type,channel_id,txn_amt,txn_fee_amt,trans_type,target_bank_code,target_acct_nbr,address_zipcode,machine_bank_code,partition_time,theme
23,customer_id,45,inquire,3697007080,saving_acct,KCUDJACRUNWXQGEFRTQA,ATM,SSSYSKMFJIRYMXXRGRFF,0.0,0.0,trans_out,Cathay,QWSWNJAJEGCXLCQPLMFM,607621,Cathay,3696969600,atm
24,customer_id,25,transfer,3697007734,saving_acct,FWXBSJDOWYGQPFNCZLXN,ATM,RAANBBYPFNMGRDCQETZW,2149.803120701222,15.0,trans_in,Cathay,RMQSVZVAIKUOVDCVQNSC,62751,Cathay,3696969600,atm
25,customer_id,50,transfer,3697007734,saving_acct,FWXBSJDOWYGQPFNCZLXN,ATM,RAANBBYPFNMGRDCQETZW,2149.803120701222,15.0,trans_in,Cathay,RMQSVZVAIKUOVDCVQNSC,62751,Cathay,3696969600,atm
26,customer_id,24,withdraw,3697008510,saving_acct,VWGYTZQNNTBBFSQORXME,ATM,DFBTLNYHSQQJQUENILSO,504.3065988671437,15.0,trans_out,B_bank,AGJQIDBMIZRVUSDRICVK,99541,Cathay,3696969600,atm
27,customer_id,49,withdraw,3697008510,saving_acct,VWGYTZQNNTBBFSQORXME,ATM,DFBTLNYHSQQJQUENILSO,504.3065988671437,15.0,trans_out,B_bank,AGJQIDBMIZRVUSDRICVK,99541,Cathay,3696969600,atm
28,customer_id,12,transfer,3697009930,saving_acct,IMCCXLZNUXQQPLRRERXP,ATM,SEDGFPKZFYCDNEGJJIAF,243.0494662775841,15.0,trans_in,Cathay,KDDLYBAXEUXXMKNGBIDU,792991,Cathay,3696969600,atm
29,customer_id,37,transfer,3697009930,saving_acct,IMCCXLZNUXQQPLRRERXP,ATM,SEDGFPKZFYCDNEGJJIAF,243.0494662775841,15.0,trans_in,Cathay,KDDLYBAXEUXXMKNGBIDU,792991,Cathay,3696969600,atm
30,customer_id,2,transfer,3697011017,saving_acct,SWOWDLNVNCIPFAAUQDTO,ATM,CYVCDIKDJGKXZUFNWIKX,1089.3521729280637,15.0,trans_in,B_bank,DPRUEYODMTOAYVTFPFJF,108571,Cathay,3696969600,atm
31,customer_id,27,transfer,3697011017,saving_acct,SWOWDLNVNCIPFAAUQDTO,ATM,CYVCDIKDJGKXZUFNWIKX,1089.3521729280637,15.0,trans_in,B_bank,DPRUEYODMTOAYVTFPFJF,108571,Cathay,3696969600,atm
32,customer_id,11,transfer,3697012838,saving_acct,WXFSEAGJWADIJZYCYQRO,ATM,XYWHBMHSFUTNFRKHXUIR,129.25693562653345,15.0,trans_in,Cathay,YOCLUBKLFKHMEQIFQTWQ,73171,Cathay,3696969600,atm
33,customer_id,36,transfer,3697012838,saving_acct,WXFSEAGJWADIJZYCYQRO,ATM,XYWHBMHSFUTNFRKHXUIR,129.25693562653345,15.0,trans_in,Cathay,YOCLUBKLFKHMEQIFQTWQ,73171,Cathay,3696969600,atm
34,customer_id,6,inquire,3697014116,saving_acct,NHZRXIGTNXKKZUOPGOQW,ATM,MIGWCNAWKADTCYWLVNGF,0.0,0.0,trans_out,Cathay,FZZMXBZHMYXDKWGYPLYY,205663,Cathay,3696969600,atm
35,customer_id,31,inquire,3697014116,saving_acct,NHZRXIGTNXKKZUOPGOQW,ATM,MIGWCNAWKADTCYWLVNGF,0.0,0.0,trans_out,Cathay,FZZMXBZHMYXDKWGYPLYY,205663,Cathay,3696969600,atm
36,customer_id,20,withdraw,3697014372,saving_acct,KBNUQCDTDHNIJYJLJZJI,ATM,XUYXBZNUSDCHRLOMFPGD,484.50865584971683,15.0,trans_out,Cathay,WNIVPESANMWKANXKTUEX,61257,Cathay,3696969600,atm
37,customer_id,45,withdraw,3697014372,saving_acct,KBNUQCDTDHNIJYJLJZJI,ATM,XUYXBZNUSDCHRLOMFPGD,484.50865584971683,15.0,trans_out,Cathay,WNIVPESANMWKANXKTUEX,61257,Cathay,3696969600,atm
38,customer_id,21,transfer,3697015611,saving_acct,DWIPGGCWJAJTDSBSILZF,ATM,YEXDDAQWLXWDIJVIZSIF,770.6342823015345,15.0,trans_in,Cathay,HZLJSLQWJEKHXDLWHRRZ,225151,Cathay,3696969600,atm
39,customer_id,46,transfer,3697015611,saving_acct,DWIPGGCWJAJTDSBSILZF,ATM,YEXDDAQWLXWDIJVIZSIF,770.6342823015345,15.0,trans_in,Cathay,HZLJSLQWJEKHXDLWHRRZ,225151,Cathay,3696969600,atm
40,customer_id,21,inquire,3697015899,saving_acct,FFORMPKYBBEJHYQUIXVK,ATM,ABGMSZESRDDLZANGLULK,0.0,0.0,trans_out,A_bank,KSXFNCLFDJQEQBRCBDPK,153273,A_bank,3696969600,atm
41,customer_id,46,inquire,3697015899,saving_acct,FFORMPKYBBEJHYQUIXVK,ATM,ABGMSZESRDDLZANGLULK,0.0,0.0,trans_out,A_bank,KSXFNCLFDJQEQBRCBDPK,153273,A_bank,3696969600,atm
42,customer_id,15,withdraw,3697016853,saving_acct,LLFCMXDZYFKXZVXFOEYT,ATM,MBNZYQKLLZIVCAMXSGVW,4551.858926647318,15.0,trans_out,C_bank,GDXKVKTJSXIYAGVAAPHH,699733,Cathay,3696969600,atm
43,customer_id,40,withdraw,3697016853,saving_acct,LLFCMXDZYFKXZVXFOEYT,ATM,MBNZYQKLLZIVCAMXSGVW,4551.858926647318,15.0,trans_out,C_bank,GDXKVKTJSXIYAGVAAPHH,699733,Cathay,3696969600,atm
44,customer_id,5,withdraw,3697023472,saving_acct,GBDAASCSWHFQJOCSUTUB,ATM,ARNSTYYLTNGELPTSTNAK,1138.1118592509904,15.0,trans_out,A_bank,WLZVYYJKMAAJMLZQOEXN,825373,Cathay,3696969600,atm
45,customer_id,30,withdraw,3697023472,saving_acct,GBDAASCSWHFQJOCSUTUB,ATM,ARNSTYYLTNGELPTSTNAK,1138.1118592509904,15.0,trans_out,A_bank,WLZVYYJKMAAJMLZQOEXN,825373,Cathay,3696969600,atm
46,customer_id,24,transfer,3697023817,saving_acct,IKGNPZJMJCDKNAUTUZBA,ATM,QSUIIJTPODKYEELOAQAL,146.59409013539053,15.0,trans_in,B_bank,ZUUXHKHZULVCNVTHMMXK,318661,Cathay,3696969600,atm
47,customer_id,49,transfer,3697023817,saving_acct,IKGNPZJMJCDKNAUTUZBA,ATM,QSUIIJTPODKYEELOAQAL,146.59409013539053,15.0,trans_in,B_bank,ZUUXHKHZULVCNVTHMMXK,318661,Cathay,3696969600,atm
48,customer_id,20,withdraw,3697023996,saving_acct,DDCNFXOHWMPEYBQFWAYC,ATM,SZYHQENPLQJWZLUQSJZW,2749.7308696075447,15.0,trans_out,Cathay,KMGTPFDHLXTVJCJETLBJ,385021,B_bank,3696969600,atm
49,customer_id,45,withdraw,3697023996,saving_acct,DDCNFXOHWMPEYBQFWAYC,ATM,SZYHQENPLQJWZLUQSJZW,2749.7308696075447,15.0,trans_out,Cathay,KMGTPFDHLXTVJCJETLBJ,385021,B_bank,3696969600,atm
50,customer_id,3,inquire,3697024527,saving_acct,OKWENXMVVHKMJULQHALL,ATM,CZQNVGNJBMGSBOWZVNAI,0.0,0.0,trans_out,Cathay,XCNUOBDTQYONAALCZOXZ,716563,B_bank,3696969600,atm
51,customer_id,28,inquire,3697024527,saving_acct,OKWENXMVVHKMJULQHALL,ATM,CZQNVGNJBMGSBOWZVNAI,0.0,0.0,trans_out,Cathay,XCNUOBDTQYONAALCZOXZ,716563,B_bank,3696969600,atm
52,customer_id,8,withdraw,3697025656,saving_acct,ITDQTEAJJYTNKJCWCXZR,ATM,HTLYOJTTRACJFNHQWSPN,2514.158671106511,15.0,trans_out,Cathay,YLDKBNKTFERHWNYSNBTM,201153,Cathay,3696969600,atm
53,customer_id,33,withdraw,3697025656,saving_acct,ITDQTEAJJYTNKJCWCXZR,ATM,HTLYOJTTRACJFNHQWSPN,2514.158671106511,15.0,trans_out,Cathay,YLDKBNKTFERHWNYSNBTM,201153,Cathay,3696969600,atm
54,customer_id,6,inquire,3697026103,saving_acct,NTOHGPYVMSHZNLRZTFSI,ATM,DVFNNGOIOKOOICTICDXW,0.0,0.0,trans_out,Cathay,DFVLIFUJZSJZJSOIIXST,47307,Cathay,3696969600,atm
55,customer_id,31,inquire,3697026103,saving_acct,NTOHGPYVMSHZNLRZTFSI,ATM,DVFNNGOIOKOOICTICDXW,0.0,0.0,trans_out,Cathay,DFVLIFUJZSJZJSOIIXST,47307,Cathay,3696969600,atm
56,customer_id,10,inquire,3697028978,saving_acct,PWMAQJCLWCZKJXLBBDBY,ATM,SYXNROAGRHNKMUCFFETW,0.0,0.0,trans_out,Cathay,LICMKTYNUVDCTICCWTTC,21463,C_bank,3696969600,atm
57,customer_id,35,inquire,3697028978,saving_acct,PWMAQJCLWCZKJXLBBDBY,ATM,SYXNROAGRHNKMUCFFETW,0.0,0.0,trans_out,Cathay,LICMKTYNUVDCTICCWTTC,21463,C_bank,3696969600,atm
58,customer_id,11,transfer,3697031919,saving_acct,EZMLFFZUNLTCNCQCRWYG,ATM,QKVXOCQMZZPGDVDPOJPZ,384.44322946168995,15.0,trans_in,C_bank,REVWWBAWSVSYLBQZXARI,549823,Cathay,3696969600,atm
59,customer_id,36,transfer,3697031919,saving_acct,EZMLFFZUNLTCNCQCRWYG,ATM,QKVXOCQMZZPGDVDPOJPZ,384.44322946168995,15.0,trans_in,C_bank,REVWWBAWSVSYLBQZXARI,549823,Cathay,3696969600,atm
60,customer_id,9,inquire,3697036455,saving_acct,LFGZXEFLMUZULWDXNZOH,ATM,JJEMFXZIGSSLVUJPNCAB,0.0,0.0,trans_out,C_bank,GMGVDVDUXZJZOHWRGZGE,183613,Cathay,3696969600,atm
61,customer_id,34,inquire,3697036455,saving_acct,LFGZXEFLMUZULWDXNZOH,ATM,JJEMFXZIGSSLVUJPNCAB,0.0,0.0,trans_out,C_bank,GMGVDVDUXZJZOHWRGZGE,183613,Cathay,3696969600,atm
62,customer_id,6,transfer,3697038192,saving_acct,RMXVRSKWKLYPPDEDJZNZ,ATM,KBYRBUZRYINLGLBOCGIA,1814.5741125565755,15.0,trans_in,Cathay,DNQJXKNDXPEBSATMPFMO,256543,Cathay,3696969600,atm
63,customer_id,31,transfer,3697038192,saving_acct,RMXVRSKWKLYPPDEDJZNZ,ATM,KBYRBUZRYINLGLBOCGIA,1814.5741125565755,15.0,trans_in,Cathay,DNQJXKNDXPEBSATMPFMO,256543,Cathay,3696969600,atm
64,customer_id,6,withdraw,3697041141,saving_acct,GUSUJIBSQHRJTAGNGUIY,ATM,HQTTRLBDGFTRTKXTAJOJ,422.7095036973895,15.0,trans_out,Cathay,LOPTXRQIFDCQOIRDJWSF,642403,A_bank,3696969600,atm
65,customer_id,31,withdraw,3697041141,saving_acct,GUSUJIBSQHRJTAGNGUIY,ATM,HQTTRLBDGFTRTKXTAJOJ,422.7095036973895,15.0,trans_out,Cathay,LOPTXRQIFDCQOIRDJWSF,642403,A_bank,3696969600,atm
66,customer_id,5,inquire,3697041187,saving_acct,VEZTSJFSLEYZXVVAVHFQ,ATM,ZPLGKDMQMMFNZAXNLTNS,0.0,0.0,trans_out,Cathay,VZVFYIWIYBFVYOIUPVAJ,41821,Cathay,3696969600,atm
67,customer_id,30,inquire,3697041187,saving_acct,VEZTSJFSLEYZXVVAVHFQ,ATM,ZPLGKDMQMMFNZAXNLTNS,0.0,0.0,trans_out,Cathay,VZVFYIWIYBFVYOIUPVAJ,41821,Cathay,3696969600,atm
68,customer_id,11,inquire,3697041295,saving_acct,LOPAQIYLQYOFMUHLXQHQ,ATM,DZRXEEAIINNCRQBTPVSX,0.0,0.0,trans_out,Cathay,XEYVNAAHXIFLQVZSKZFR,114583,Cathay,3696969600,atm
69,customer_id,36,inquire,3697041295,saving_acct,LOPAQIYLQYOFMUHLXQHQ,ATM,DZRXEEAIINNCRQBTPVSX,0.0,0.0,trans_out,Cathay,XEYVNAAHXIFLQVZSKZFR,114583,Cathay,3696969600,atm
70,customer_id,19,withdraw,3697050308,saving_acct,JSDQETWYNIRDISLLBLEJ,ATM,YIUEJIHFMFAAXHVLOEWR,5.863613166693911,15.0,trans_out,Cathay,WIDYSGYQEQTIPEQAXNCG,796557,Cathay,3696969600,atm
71,customer_id,44,withdraw,3697050308,saving_acct,JSDQETWYNIRDISLLBLEJ,ATM,YIUEJIHFMFAAXHVLOEWR,5.863613166693911,15.0,trans_out,Cathay,WIDYSGYQEQTIPEQAXNCG,796557,Cathay,3696969600,atm
72,customer_id,3,transfer,3697053399,saving_acct,EBDJYYJJSNQGOADOQNPH,ATM,MFRYTTKYMABQKQLQWTHS,198.9432901605679,15.0,trans_in,A_bank,CBFWINVTEGYRXVNTRHQQ,26083,Cathay,3696969600,atm
73,customer_id,28,transfer,3697053399,saving_acct,EBDJYYJJSNQGOADOQNPH,ATM,MFRYTTKYMABQKQLQWTHS,198.9432901605679,15.0,trans_in,A_bank,CBFWINVTEGYRXVNTRHQQ,26083,Cathay,3696969600,atm
74,customer_id,14,inquire,3697054842,saving_acct,MQDQZVZEPWKDZUNQOMEG,ATM,NSMZTTRJEYQGXTIGACAY,0.0,0.0,trans_out,Cathay,RVKYAZWHSBOPPWNQKWPG,76453,Cathay,3696969600,atm
75,customer_id,39,inquire,3697054842,saving_acct,MQDQZVZEPWKDZUNQOMEG,ATM,NSMZTTRJEYQGXTIGACAY,0.0,0.0,trans_out,Cathay,RVKYAZWHSBOPPWNQKWPG,76453,Cathay,3696969600,atm
76,customer_id,4,transfer,3697054877,saving_acct,SXEEMLZAOOKVPMYMFHCE,ATM,BZDQNPVBXBUTVCSHTRNA,720.3775404400178,15.0,trans_in,Cathay,QJMGQWXAHACSIZXLHZOJ,44311,Cathay,3696969600,atm
77,customer_id,29,transfer,3697054877,saving_acct,SXEEMLZAOOKVPMYMFHCE,ATM,BZDQNPVBXBUTVCSHTRNA,720.3775404400178,15.0,trans_in,Cathay,QJMGQWXAHACSIZXLHZOJ,44311,Cathay,3696969600,atm
78,customer_id,2,inquire,3697056672,saving_acct,XCVXNIQTMALCZJBFQVGJ,ATM,NJHFVILIJNXRREUBEXPI,0.0,0.0,trans_out,Cathay,WXJZZTXYCMEYEXMBCBBO,114583,Cathay,3696969600,atm
79,customer_id,27,inquire,3697056672,saving_acct,XCVXNIQTMALCZJBFQVGJ,ATM,NJHFVILIJNXRREUBEXPI,0.0,0.0,trans_out,Cathay,WXJZZTXYCMEYEXMBCBBO,114583,Cathay,3696969600,atm
80,customer_id,20,withdraw,3697058851,saving_acct,QYGYDDREHUDPDYDISSBL,ATM,LKVCJFXLIDHMTGKIDIDK,277.7713376422107,15.0,trans_out,Cathay,NVPRCBLFZQIHUUGNKOAX,177663,Cathay,3696969600,atm
81,customer_id,45,withdraw,3697058851,saving_acct,QYGYDDREHUDPDYDISSBL,ATM,LKVCJFXLIDHMTGKIDIDK,277.7713376422107,15.0,trans_out,Cathay,NVPRCBLFZQIHUUGNKOAX,177663,Cathay,3696969600,atm
82,customer_id,22,inquire,3697063930,saving_acct,CDJBVGUAAHKVIRQALETZ,ATM,MWDEANSXDUNKGDUHNWMW,0.0,0.0,trans_out,Cathay,AQLFDBGMBSVETFQHIMFC,810901,A_bank,3696969600,atm
83,customer_id,47,inquire,3697063930,saving_acct,CDJBVGUAAHKVIRQALETZ,ATM,MWDEANSXDUNKGDUHNWMW,0.0,0.0,trans_out,Cathay,AQLFDBGMBSVETFQHIMFC,810901,A_bank,3696969600,atm
84,customer_id,4,transfer,3697067610,saving_acct,WCAYCCSUOWTETKCUWSND,ATM,CZGJCLAWYDAISVKQFOHZ,76.10137631727314,15.0,trans_in,Cathay,ENOHPBCPLBQHYGFHJJEO,918723,Cathay,3696969600,atm
85,customer_id,29,transfer,3697067610,saving_acct,WCAYCCSUOWTETKCUWSND,ATM,CZGJCLAWYDAISVKQFOHZ,76.10137631727314,15.0,trans_in,Cathay,ENOHPBCPLBQHYGFHJJEO,918723,Cathay,3696969600,atm
86,customer_id,3,transfer,3697069232,saving_acct,BKZDRNXRJHZDAJKILDMM,ATM,OOSLEKIWWGZOLBVEAJQI,1300.4107926088168,15.0,trans_in,Cathay,QLQPFNZAEELAWDWKLDSR,671581,B_bank,3696969600,atm
87,customer_id,28,transfer,3697069232,saving_acct,BKZDRNXRJHZDAJKILDMM,ATM,OOSLEKIWWGZOLBVEAJQI,1300.4107926088168,15.0,trans_in,Cathay,QLQPFNZAEELAWDWKLDSR,671581,B_bank,3696969600,atm
88,customer_id,15,inquire,3697071937,saving_acct,YKFDLNATHDBHRSNVONWE,ATM,AGPGUYOAHYQCAZAZODYA,0.0,0.0,trans_out,Cathay,LOFRZZYXTTEZGCIFZVOB,27391,B_bank,3696969600,atm
89,customer_id,40,inquire,3697071937,saving_acct,YKFDLNATHDBHRSNVONWE,ATM,AGPGUYOAHYQCAZAZODYA,0.0,0.0,trans_out,Cathay,LOFRZZYXTTEZGCIFZVOB,27391,B_bank,3696969600,atm
90,customer_id,15,withdraw,3697074341,saving_acct,IQZEKVRNYQDOAYKQPTTQ,ATM,NWFFGNHQJYDPITARWULA,268.6440967378702,15.0,trans_out,B_bank,LEAHRIZMRUTNJTFAHLVA,598303,Cathay,3696969600,atm
91,customer_id,40,withdraw,3697074341,saving_acct,IQZEKVRNYQDOAYKQPTTQ,ATM,NWFFGNHQJYDPITARWULA,268.6440967378702,15.0,trans_out,B_bank,LEAHRIZMRUTNJTFAHLVA,598303,Cathay,3696969600,atm
92,customer_id,4,inquire,3697074552,saving_acct,UEMZTSXKXBAIOASIDCTC,ATM,OEOTWTHLVOMGBREUUXXX,0.0,0.0,trans_out,Cathay,FAWBGOEQEFJHDIZKZZGN,91507,Cathay,3696969600,atm
93,customer_id,29,inquire,3697074552,saving_acct,UEMZTSXKXBAIOASIDCTC,ATM,OEOTWTHLVOMGBREUUXXX,0.0,0.0,trans_out,Cathay,FAWBGOEQEFJHDIZKZZGN,91507,Cathay,3696969600,atm
94,customer_id,15,inquire,3697075110,saving_acct,ONQCMBAOMQOKWWZPIGEF,ATM,LKBUTYAXZFLGZVTWQCPB,0.0,0.0,trans_out,Cathay,XLKBDEKUHZEIXTTHGOGD,115261,Cathay,3696969600,atm
95,customer_id,40,inquire,3697075110,saving_acct,ONQCMBAOMQOKWWZPIGEF,ATM,LKBUTYAXZFLGZVTWQCPB,0.0,0.0,trans_out,Cathay,XLKBDEKUHZEIXTTHGOGD,115261,Cathay,3696969600,atm
96,customer_id,24,inquire,3697075338,saving_acct,XIJPDGLCZLVYKNBFOZQC,ATM,TMZGULZDZYRSFGUGYDNL,0.0,0.0,trans_out,Cathay,WAJLDGISCZMFCXCTMXWS,777043,Cathay,3696969600,atm
97,customer_id,49,inquire,3697075338,saving_acct,XIJPDGLCZLVYKNBFOZQC,ATM,TMZGULZDZYRSFGUGYDNL,0.0,0.0,trans_out,Cathay,WAJLDGISCZMFCXCTMXWS,777043,Cathay,3696969600,atm
98,customer_id,11,inquire,3697079846,saving_acct,BTHRPIUWHZYYFHOQUFEK,ATM,XMUXLBDSUKPSLDSKQIKH,0.0,0.0,trans_out,B_bank,TVYCHVXXKHDAGCSHOKKK,587523,Cathay,3696969600,atm
99,customer_id,36,inquire,3697079846,saving_acct,BTHRPIUWHZYYFHOQUFEK,ATM,XMUXLBDSUKPSLDSKQIKH,0.0,0.0,trans_out,B_bank,TVYCHVXXKHDAGCSHOKKK,587523,Cathay,3696969600,atm
100,customer_id,8,transfer,3697080319,saving_acct,OPCOJOINMBFBKKEBMGUG,ATM,MKTMLPCPJHFRHKXKSOXW,541.1456497390895,15.0,trans_in,Cathay,VDWQTCXTOYFADSOOALOG,375157,A_bank,3696969600,atm
101,customer_id,33,transfer,3697080319,saving_acct,OPCOJOINMBFBKKEBMGUG,ATM,MKTMLPCPJHFRHKXKSOXW,541.1456497390895,15.0,trans_in,Cathay,VDWQTCXTOYFADSOOALOG,375157,A_bank,3696969600,atm
102,customer_id,20,withdraw,3697080714,saving_acct,JLMEKIPNGTZRYMOFPYYY,ATM,XTHSJSDRABPSCGZYAMAJ,427.90197299001085,15.0,trans_out,Cathay,JMUDBUFPGKPTMQXSSOYE,73171,Cathay,3696969600,atm
103,customer_id,45,withdraw,3697080714,saving_acct,JLMEKIPNGTZRYMOFPYYY,ATM,XTHSJSDRABPSCGZYAMAJ,427.90197299001085,15.0,trans_out,Cathay,JMUDBUFPGKPTMQXSSOYE,73171,Cathay,3696969600,atm
104,customer_id,4,inquire,3697082948,saving_acct,TUTAHZPCMLHCIPIMJRBQ,ATM,WSSZZDODDNPSLJWPVBDO,0.0,0.0,trans_out,Cathay,AWXBPNBYZTLJUNBEGQPV,19461,Cathay,3696969600,atm
105,customer_id,29,inquire,3697082948,saving_acct,TUTAHZPCMLHCIPIMJRBQ,ATM,WSSZZDODDNPSLJWPVBDO,0.0,0.0,trans_out,Cathay,AWXBPNBYZTLJUNBEGQPV,19461,Cathay,3696969600,atm
106,customer_id,6,inquire,3697087355,saving_acct,UVVQUXZZGWLDVBXAWNCZ,ATM,XSMYWYOMHUXOXCSMOWMG,0.0,0.0,trans_out,Cathay,YFMGYNLCAHTRAICAZCOF,115261,Cathay,3696969600,atm
107,customer_id,31,inquire,3697087355,saving_acct,UVVQUXZZGWLDVBXAWNCZ,ATM,XSMYWYOMHUXOXCSMOWMG,0.0,0.0,trans_out,Cathay,YFMGYNLCAHTRAICAZCOF,115261,Cathay,3696969600,atm
108,customer_id,6,inquire,3697087738,saving_acct,ZPWBAFXPZBRPXDLAQIDP,ATM,TXNAABIOGCIWILKZFFSU,0.0,0.0,trans_out,Cathay,CLSOSFXSDXRZEVMYWTXK,69433,Cathay,3696969600,atm
